Page,10/19/2016,10/20/2016,10/21/2016,10/22/2016,10/23/2016,10/24/2016,10/25/2016,10/26/2016,10/27/2016,10/28/2016,10/29/2016,10/30/2016,10/31/2016,11/1/2016,11/2/2016,11/3/2016,11/4/2016,11/5/2016,11/6/2016,11/7/2016,11/8/2016,11/9/2016,11/10/2016,11/11/2016,11/12/2016,11/13/2016,11/14/2016,11/15/2016,11/16/2016,11/17/2016,11/18/2016,11/19/2016,11/20/2016,11/21/2016,11/22/2016,11/23/2016,11/24/2016,11/25/2016,11/26/2016,11/27/2016,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,12/3/2016,12/4/2016,12/5/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,12/10/2016,12/11/2016,12/12/2016,12/13/2016,12/14/2016,12/15/2016,12/16/2016,12/17/2016,12/18/2016,12/19/2016,12/20/2016,12/21/2016,12/22/2016,12/23/2016,12/24/2016,12/25/2016,12/26/2016,12/27/2016,12/28/2016,12/29/2016,12/30/2016,12/31/2016,1/1/2017,1/2/2017,1/3/2017,1/4/2017,1/5/2017,1/6/2017,1/7/2017,1/8/2017,1/9/2017,1/10/2017,1/11/2017,1/12/2017,1/13/2017,1/14/2017,1/15/2017,1/16/2017,1/17/2017,1/18/2017,1/19/2017,1/20/2017,1/21/2017,1/22/2017,1/23/2017,1/24/2017,1/25/2017,1/26/2017,1/27/2017,1/28/2017,1/29/2017,1/30/2017,1/31/2017,2/1/2017,2/2/2017,2/3/2017,2/4/2017,2/5/2017,2/6/2017,2/7/2017,2/8/2017,2/9/2017,2/10/2017,2/11/2017,2/12/2017,2/13/2017,2/14/2017,2/15/2017,2/16/2017,2/17/2017,2/18/2017,2/19/2017,2/20/2017,2/21/2017,2/22/2017,2/23/2017,2/24/2017,2/25/2017,2/26/2017,2/27/2017,2/28/2017,3/1/2017,3/2/2017,3/3/2017,3/4/2017,3/5/2017,3/6/2017,3/7/2017,3/8/2017,3/9/2017,3/10/2017,3/11/2017,3/12/2017,3/13/2017,3/14/2017,3/15/2017,3/16/2017,3/17/2017,3/18/2017,3/19/2017,3/20/2017,3/21/2017,3/22/2017,3/23/2017,3/24/2017,3/25/2017,3/26/2017,3/27/2017,3/28/2017,3/29/2017,3/30/2017,3/31/2017,4/1/2017,4/2/2017,4/3/2017,4/4/2017,4/5/2017,4/6/2017,4/7/2017,4/8/2017,4/9/2017,4/10/2017,4/11/2017,4/12/2017,4/13/2017,4/14/2017,4/15/2017,4/16/2017,4/17/2017,4/18/2017,4/19/2017,4/20/2017,4/21/2017,4/22/2017,4/23/2017,4/24/2017,4/25/2017,4/26/2017,4/27/2017,4/28/2017,4/29/2017,4/30/2017,5/1/2017,5/2/2017,5/3/2017,5/4/2017,5/5/2017,5/6/2017,5/7/2017,5/8/2017,5/9/2017,5/10/2017,5/11/2017,5/12/2017,5/13/2017,5/14/2017,5/15/2017,5/16/2017,5/17/2017,5/18/2017,5/19/2017,5/20/2017,5/21/2017,5/22/2017,5/23/2017,5/24/2017,5/25/2017,5/26/2017,5/27/2017,5/28/2017,5/29/2017,5/30/2017,5/31/2017,6/1/2017,6/2/2017,6/3/2017,6/4/2017,6/5/2017,6/6/2017,6/7/2017,6/8/2017,6/9/2017,6/10/2017,6/11/2017,6/12/2017,6/13/2017,6/14/2017,6/15/2017,6/16/2017,6/17/2017,6/18/2017,6/19/2017,6/20/2017,6/21/2017,6/22/2017,6/23/2017,6/24/2017,6/25/2017,6/26/2017,6/27/2017,6/28/2017,6/29/2017,6/30/2017,7/1/2017,7/2/2017,7/3/2017,7/4/2017,7/5/2017,7/6/2017,7/7/2017,7/8/2017,7/9/2017,7/10/2017,7/11/2017,7/12/2017,7/13/2017,7/14/2017,7/15/2017,7/16/2017,7/17/2017,7/18/2017,7/19/2017,7/20/2017,7/21/2017,7/22/2017,7/23/2017,7/24/2017,7/25/2017,7/26/2017,7/27/2017,7/28/2017,7/29/2017,7/30/2017,7/31/2017,8/1/2017,8/2/2017,8/3/2017,8/4/2017,8/5/2017,8/6/2017,8/7/2017,8/8/2017,8/9/2017,8/10/2017,8/11/2017,8/12/2017,8/13/2017,8/14/2017,8/15/2017,8/16/2017,8/17/2017,8/18/2017,8/19/2017,8/20/2017,8/21/2017,8/22/2017,8/23/2017,8/24/2017,8/25/2017,8/26/2017,8/27/2017,8/28/2017,8/29/2017,8/30/2017,8/31/2017,9/1/2017,9/2/2017,9/3/2017,9/4/2017,9/5/2017,9/6/2017,9/7/2017,9/8/2017,9/9/2017,9/10/2017,9/11/2017,9/12/2017,9/13/2017,9/14/2017,9/15/2017,9/16/2017,9/17/2017,9/18/2017,9/19/2017,9/20/2017,9/21/2017,9/22/2017,9/23/2017,9/24/2017,9/25/2017,9/26/2017,9/27/2017,9/28/2017,9/29/2017,9/30/2017,10/1/2017,10/2/2017,10/3/2017,10/4/2017,10/5/2017,10/6/2017,10/7/2017,10/8/2017,10/9/2017,10/10/2017,10/11/2017,10/12/2017,10/13/2017,10/14/2017,10/15/2017,10/16/2017,10/17/2017,10/18/2017
www.usfca.edu/arts-sciences/undergraduate-programs/african-american-studies/faculty,2,0,1,0,2,2,0,0,6,0,4,0,0,0,0,2,1,2,8,3,0,0,5,0,0,2,2,8,2,0,0,0,2,0,0,0,6,2,2,0,0,0,2,2,0,0,0,2,1,1,0,2,0,0,4,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,4,4,4,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,3,0,0,0,0,0,2,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,2,8,2,2,0,1,0,0,2,0,4,0,0,0,0,6,0,14,0,0,2,1,2,3,1,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4,1,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,2,2,0,10,0,0,0,0,2,0,1,0,0,0,1,2,0,0,1,2,1,0,0,8,0,10,6,0,0,0,0,2,0,1,0,0,0,0,4,2,0,0,0,0,18,12,0,0,0,2,1,0,0,1,1,0,0,4,0,4,4,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,2,2,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,3,0
www.usfca.edu/arts-sciences/undergraduate-programs/african-studies,0,2,0,0,2,8,3,10,4,0,2,2,1,8,1,2,2,10,0,3,6,1,0,2,4,4,1,2,2,2,2,0,0,4,0,4,0,3,4,0,4,0,3,0,10,1,2,8,12,0,4,2,4,2,0,0,0,0,0,0,0,6,2,3,2,0,0,0,0,2,0,0,0,2,0,1,0,1,2,14,0,4,2,2,1,0,1,0,2,0,0,4,0,4,2,2,6,2,0,10,0,0,1,0,6,0,0,2,2,0,2,2,2,1,1,0,0,3,0,4,2,2,0,4,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,2,1,0,0,1,0,0,1,0,0,2,5,0,0,0,1,4,3,0,0,0,0,1,1,0,3,0,3,0,1,2,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,3,3,0,0,0,0,3,0,2,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,3,5,1,0,2,6,1,0,0,6,2,0,1,1,0,0,3,0,0,1,2,0,1,2,2,1,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,6,7,1,0,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,1,5,0,5,3,0,0,1,1,2,0,1,3,1,6,0,0,2,2,0,0,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/african-studies/faculty,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/ararts management,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/art,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/art-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/art -architecture/design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/art-architecture,0,6,5,7,0,14,8,8,3,11,3,7,0,0,0,0,5,1,12,0,0,3,0,5,0,7,0,8,6,8,5,3,3,7,0,6,1,4,4,4,6,10,10,4,8,7,8,6,6,0,0,8,0,0,7,0,4,3,0,0,0,3,0,8,3,3,0,0,4,4,3,3,4,0,6,6,0,4,6,0,2,0,1,4,0,0,4,0,0,5,0,0,9,3,0,0,0,9,0,0,6,5,5,0,0,4,4,0,1,0,0,6,6,3,3,0,0,6,3,0,2,0,0,4,0,10,0,0,0,0,0,0,0,8,0,10,0,1,8,0,7,7,0,0,7,6,0,10,0,2,0,0,0,11,0,0,7,5,0,0,0,0,6,7,0,0,10,0,6,5,0,3,0,0,0,5,1,6,0,0,12,11,9,0,0,0,0,0,4,3,0,0,1,0,0,7,9,7,5,2,5,12,0,7,5,6,0,4,7,0,0,5,0,1,1,6,4,3,3,0,1,0,3,5,0,3,1,0,0,0,0,8,6,2,4,2,11,0,4,0,0,0,0,0,0,10,0,0,0,2,5,9,3,0,1,0,0,1,2,4,0,0,4,0,9,0,9,8,4,5,2,3,0,0,7,0,2,3,0,0,3,0,2,0,0,0,2,0,0,0,0,0,4,2,0,6,3,0,1,3,0,0,0,0,3,0,0,0,0,6,0,2,0,0,0,11,0,0,0,0,2,5,5,0,7,7,4,3,0,0,7,0,0,0,0,6,6,6,2,3,6,0,0,0,4,0,1,4,0,0,9,7,0,0,0,0,0,5,4,0,10,0,0,6,0
www.usfca.edu/arts-sciences/undergraduate-programs/art-architecture/architecture-community-design,62,50,37,37,33,58,63,32,0,43,0,38,44,0,47,62,33,23,50,58,0,57,41,56,31,0,65,60,47,29,30,25,31,38,0,33,15,37,0,20,47,0,39,0,23,17,39,29,30,29,35,33,16,23,42,0,0,27,23,17,21,40,28,24,30,29,8,11,0,0,19,29,38,19,0,28,33,29,30,0,0,42,0,42,26,34,24,27,36,43,34,45,0,28,32,0,0,64,0,0,0,24,0,36,41,0,36,30,25,38,0,0,0,29,35,0,30,45,0,23,50,48,0,36,0,0,0,29,0,0,28,0,36,0,28,20,26,0,0,44,0,36,0,0,0,46,0,54,36,21,30,30,0,0,0,0,0,0,52,34,0,39,27,0,0,0,0,0,0,0,0,0,34,0,0,21,36,0,18,0,45,0,0,36,0,19,0,0,0,0,0,0,16,38,38,36,0,35,0,23,0,0,30,40,23,14,0,23,35,27,0,0,0,12,20,39,41,0,0,28,17,0,26,28,0,0,0,0,31,0,26,30,35,13,25,25,38,0,25,19,0,19,28,25,0,26,37,0,19,28,16,45,32,28,22,0,18,0,0,29,31,27,0,13,0,0,0,0,17,29,22,18,31,35,0,19,0,26,35,30,50,26,22,28,0,32,0,0,0,0,0,0,0,0,0,33,33,24,28,0,34,0,48,43,18,17,0,56,54,44,0,0,34,0,40,0,45,37,27,36,48,0,51,33,0,0,43,46,0,0,0,0,0,44,60,0,0,45,67,38,39,49,40,0,0,0,31,0,0,0,0,41,0,0,34,0,54,46,0,0,0,0,57,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/art-architecture/architecture-community-design/alumni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,1,4,0,2,5,1,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/art-architecture/architecture-community-design/alumni-outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,2,1,1,0,0,0,2,0,0,1,1,3,0,2,8,0,1,2,2,0,0,4,0,3,0,0,3,8,1,0,1,0,0,2,1,0,0,0,0,3,1,0,0,0,4,0,0,0,1,2,1,8,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,2,3,0,0,0,5,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0
www.usfca.edu/arts-sciences/undergraduate-programs/art-architecture/architecture-community-design/careers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,5,10,1,3,4,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,2,0,0,1,0,6,2,0,0,0,5,3,2,2,0,3,10,9,1,0,0,0,0,2,2,3,0,0,0,0,0,2,2,0,0,1,0,0,6,0,7,6,1,0,5,0,0,0,0,0,2,3,1,7,0,6,0,0,0,4,0,0,0,4,0,0,0,4,1,0,0,4,4,7,0,0,4,1,3,0,1,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,2,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/art-architecture/architecture-community-design/facilities,1,0,1,3,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,0,1,2,0,2,1,1,0,2,0,0,1,1,0,1,0,5,0,0,1,0,0,1,1,0,1,1,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,2,1,2,0,3,0,1,0,2,0,0,0,0,2,5,1,0,0,0,10,2,0,1,1,0,3,0,0,3,0,1,0,3,0,0,1,3,0,1,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,3,11,0,3,0,0,0,0,11,0,5,0,0,3,0,0,0,0,0,0,0,1,8,1,0,1,0,0,0,0,2,3,2,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,9,0,0,0,1,4,0,2,1,0,2,2,0,4,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0
www.usfca.edu/arts-sciences/undergraduate-programs/art-architecture/architecture-community-design/faculty,1,0,2,2,0,3,0,4,0,0,0,0,0,0,0,0,2,3,1,0,1,4,0,5,0,4,5,0,0,6,2,0,0,4,1,1,0,0,0,1,1,0,1,1,2,0,1,1,4,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,2,1,12,2,4,0,0,0,0,0,2,12,0,2,0,1,0,2,9,1,0,1,0,0,0,0,2,0,1,1,0,1,1,1,0,1,0,0,0,2,1,0,1,3,0,0,0,1,0,5,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1,0,2,2,2,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,8,0,0,2,0,1,7,0,0,1,2,5,2,0,1,0,1,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,2,0,2,1,2,0,0,0,2,0,0,8,0,0,0,0,0,2,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0,2,1,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,1,3,6,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,1,2,1,0,3,1,1,0,0,2,0,0,2,0,0,0,6,3,0,0,3,0,4,5,0,4,0,2,3,0,0,0,1,0,0,1,15,2,0,0,3,2,5,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,7,7,0,0,1,0,0,0,0,4,0
